Francais,Nufi
Sauce d'arachide.,Nɑ̂' mbìyā'.
Sauce de taro.,Nɑ̂' pēē.
Sauce pistache.,Nɑ̂' nzhʉ̀'.
Veux-tu encore?,Ǒ mɑ̀mbát nkwé'?
Voudriez-vous boire de l'eau?,Ǒ mɑ̀nkwé' làh nnū nshì.
Voudriez-vous un verre d'eau?,Ǒ mɑ̀nkwé' tɑ̀' ntû' nshì í?
Chapitre 28. Au travail.,Nzâknù 28. Zʉ̌'mfɑ̀'.
"À la fin de ce chapitre, vous serez en mesure de discuter par rapport au travail, en langue fè'éfě'è.",Ǒ ìndī' mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí làh nsāhnǔ nɑ́ nǔ mfɑ̀'.
A quelle heure commence la réunion?,Kǒm/kə̌b mɑ̀ntō' nɑ́ yàā ndɑ̀h?
A quelle heure finit la réunion?,Kǒm/kə̌b mɑ̀mmíé nɑ́ yàā ndɑ̀h?
Profession.,Túmfɑ̀'.
Quelle est ta profession?,Yò túmfɑ̌' mɑ́ kɑ́?
Aller au travail.,Ngén mfɑ̀'.
Bureau(lieu de travail).,Zʉ̌'mfɑ̀'.
Bureau(meuble de travail).,Nkǒ'mfɑ̀'.
Bureau(salle de travail).,Ndʉ̄ɑ̀mfɑ̀'.
Curriculum vitae(CV).,Ŋwɑ̀'nǐcwě'mfɑ̀'.
Biographie.,"Ŋwɑ̀'nǐvɑ̀h, ŋwɑ̀'nǐcwě'vɑ̀h."
Certificat de travail.,Ŋwɑ̀'nǐkóntâ' mfɑ̀'.
Il/elle est en congé.,Ǎ mɑ̀ hwīēsì. Ǎ lǎh hwīēsì.
Congé maternité.,Hwīēsǐ mɑ̄vʉ̀.
Elle est en congé maternité.,Ǎ mɑ̀ hwīēsǐ mɑ̄vʉ̀.
Congé de paternité.,Hwīēsǐ táàvʉ̀.
Il est en congé de paternité.,Ǎ mɑ̀ hwīēsǐ táàvʉ̀.
Prendre un jour de congé.,Ndáh hwīēsì līē' nshʉ̀'(tɑ̀' līē').
Contrat de travail.,"Kèēmfɑ̀', ŋwɑ̀'nǐ kèēmfɑ̀'."
Les conditions de travail.,"Kèēmfɑ̀', mbʉ́ɑ́ mfɑ̀'."
"Drogué du travail, accro du boulot, bourreau de travail","Mfɑ̀'ndīēkò, sʉ̄ʉ̀mfɑ̀'."
Être responsable de…,Làh nsɑ̄' ndʉ̄ɑ̄… / Mbì' …(cf. Mbí': Porter une lourde charge)
Formation professionnelle.,Zhî'sǐ mfɑ̀'.
"Être en grève, faire grève.",Ngā'mfɑ̀'.
Grève.,Ghá'mfɑ̀'.
"Révolte, manifestation, troubles, revendications.",Támnkòò/Vâ'sì.
"Un révolté, un rebelle, un dissident.",Ntâmnkòò(pl. pɑ̌ntámnkòò). Mvâ'nkà'(pl. pɑ̌mvá'nkà').
Les heures de bureau.,Ndɑ̌h mfɑ̀'.
Heures supplémentaires.,Shwì'ndɑ̀h.
Démissionner.,Ntōm mfɑ̀'/ntə̄b mfɑ̀'.
Il/elle a démissionné.,Ǎ tóm mfɑ̀'.
"Licencier, renvoyer.",Njók wěn mfɑ̀'. Ntēh wěn mfɑ̀'.
Il/elle est en réunion.,Ǎ mɑ̀nzɑ̄ kòm/kə̀b ntìé'è.
"Je suis au chômage, je suis sans emploi.",Ngɑ̌ mvɑ̄h nēhē/ngɑ̌ mɑ̀mvɑ̄h nēhē.
Je suis bien payé.,Pó ncō' mfɑ̀' ma᷅ mbə̀pə̄'.
Je suis mal payé.,Pō sǐ' ncóh ncō' mfɑ̀' ma᷅ bɑ̄.
Gagner sa vie(gagner de quoi subvenir à ses besoins vitaux).,Làh nsí' njēēngʉ̄ɑ̄' bɑ̄.
Je suis crevé(e)(trop fatigué).,Ngɑ̌ púá tɑ̀'.
Je suis très occupé(e).,Ngɑ̌ cáhsí tɑ̀'.
La main-d'œuvre.,Pómfɑ̀'.
Le salaire.,Có'mfɑ̀'/nkɑ̄ɑ̀mfɑ̀'.
Offre d'emploi.,Phʉ́mfɑ̀'.
Petit boulot.,Mēnìá' mfɑ̀'. Ndāhndáh mfɑ̀'.
Postuler(à un emploi).,Ndōō mfɑ̀'.
"Pour manger, il faut travailler(Qui ne risque rien n'a rien).",Pó mfɑ́' tɑ̄ nzɑ̄. Pó ncāk tɑ̄ nzɑ̄.
Prendre sa retraite.,Ntēnɑ̄ mfɑ̀'.
"Recrutement, embauche.",Lǎhmfɑ̀'. Mbʉ́ɑ́ lǎh wèn mfɑ̀'.
"Recruter, embaucher.",Ndáh wěn mfɑ̀'.
Syndicat.,Kǒm/kə̌b pɑ̌mfɑ̀'.
Travailler à mi-temps.,Mfɑ́' kǎm ndɑ̀h.
Travailler à temps partiel.,Mfɑ́' kǎm ndɑ̀h.
Travailler à temps plein.,Mfɑ́' nkwèè ndɑ̌h mfɑ̀'.
Un atelier(lieu de travail manuel).,"Ndʉ̄ɑ̀mfɑ̀', lə̀ə̀, zʉ᷅' mfɑ̌'mbō."
Un employé.,Ngà'mfɑ̀'.
Un cadre.,Ghɑ̀' ngà'mfɑ̀'.
Un entretien d'embauche.,Tʉ́ɑ́nshǔ phʉ́mfɑ̀'.
Un intérimaire.,Tɑ̀' ncôptū.
"Un ouvrier, un travailleur manuel.",Ngà'mfɑ̌'mbō.
Un retraité.,Wèn mɑ̀ ǎ tēnɑ̄ mfɑ̀'.
Un stagiaire.,"Ngà' tēhsítū/tēhsípō, nzhî'sì."
Un syndicaliste.,Tɑ̀' nzɑ̂kǒm pɑ̌mfɑ̀'.
Une agence pour l'emploi.,Ndʉ̄ɑ̀ pɑ̀ncákmfɑ̀'.
Une carrière.,"Tə́hmfɑ̀', lǎkmfɑ̀', nkhǔmfɑ̀'."
"Une entreprise, une firme.","Lə̀ə̀, zʉ̌'mfɑ̀'."
Une qualification.,Zhínǔmfɑ̀'.
Une usine.,Lə̀ə̀.
Chapitre 29. Expressions générales.,Nzâknù 29. Ghə̀ə̀ ndìàndìà.
"À la fin de ce chapitre, vous serez en mesure d'utiliser des expressions diverses, en langue fè'éfě'è.",Ǒ ìndī' mèhsǐ béé sìèsì lè mɑ̀ ǒ zhí làh nsāh nzhǐnzhǐ ghə̀ə̀ yì wěn ngə́ə́ ndìàndìà lɑ́.
A mon avis…,"Nɑ́ yà mbʉ́ɑ́ yēē/yīī…, nɑ́ yà kwà'sì…"
A quelle heure commence le match de football à la télé?,Sʉ̀ɑ̄ mbǒ'nkhǔ mɑ̀ntō' ntám mbǔ'nkěn nɑ́ yàā ndɑ̀h?
"Absolument, certainement.",Tɑ̀ yáá lɑ̀ táh. Tɑ̀ wú lɑ̀ thí nā. Kwɑ̀' ndéndēē.
Aide-moi à faire la vaisselle.,Kōsī ā làh nsóh nkā'.
Aidez-moi s'il vous plaît(En s'adressant à une seule personne).,Kōsī ā lɑ́ cʉ̄cō'ò. Zhììsì ā lɑ́ cʉ̄cō'ò.
"Allez, dépêche-toi!","Mɑ́ mbɑ̀, ghʉ̌ mɑ̀wǎ!"
"Allez, dépêche-toi! On va être en retard!","Mɑ́ mbɑ̀, ghʉ̌ mɑ̀wǎ! Pɑ̌h ìncōh."
Allez-y!(À plusieurs personnes),Pèn lhú/dhú!
Amicalement.,Mbə̀' sēn ò. Cf. Mɑ̀ nthʉ́ nkə̀'nì/nkwè'nì.
Après vous!,Yā' ghʉ̀!
"Asseyez-vous, s'il vous plaît(à plusieurs personnes).","Cīcō'ò, pèn sīsīē."
"Asseyez-vous, s'il vous plaît(à une seule personne).","Cīcō'ò, sīsīē lɑ́."
Attends un peu.,"Nɑ̄' ntēnɑ̄, nɑ̄' mbīɑ̄."
Au plaisir de te revoir bientôt!,Ǹ sī mɑ̀njēē nzhʉ̀ mɑ̀ pɑ́h ó pàt njēēsī mēndɑ̀' bɑ̄.
Au secours!,Ngɑ̌ kúɑ́ lè! Wèn kōsī ā lɑ́ ō!
Bien sûr que non.,Ngǎ' nā à! Mbɑ̀ túnā ó zhī mɑ́ yāā sī fà'á bɑ̄.
Bien sûr.,Ŋ̄h bɑ̂! Tɑ̀ kɑ́!
Bonne chance à toi!,Mbə̀'zíí mbú ò! ɑ́ zīī zǒ lēē mbɑ̀!
Bravo!,Mbə̀' mfɑ̀'!
"Ça dépend de toi, comme tu veux.",Ghʉ̀ pɑ́' ǒ zhí lɑ́. Ghʉ̀ pɑ́' ǒ kwè' lɑ́. Yáá mɑ̀ndē'sī ō.
Ça dépend.,Yáá(ì)nshʉ́ɑ́ mɑ̀ nɑ́ mvàk yì…
Ça fait plaisir de te revoir.,Nthʉ̄ á lōh mɑ̀ cà'sì làh mbát njīī nō.
"Ça ne me dérange pas, pas de problème.","Yāā sī mɑ̀ngát lā bɑ̄, ncà' sī wū bɑ̄."
Ça ne va pas?,Yāā sī mɑ̀nnák bɑ̄ í? Ncǎ' sīē é?
Ça suffit.,Yáá kù'! Yáá kù' fà'á!
"Calme-toi, détends-toi!",Kōmsī/kə̄bsī! Kōmsī nā ò! Kōmsī nthʉ̄ ō!
Calme-toi.,Lā'! Kōmsī/kə̄bsī! Kōmsī nā ò!
Calmez-vous!,Pèn lā'! Pèn kōmsī/kə̄bsī!
Ce n'est pas grave.,Sī ghɑ̀' nù bɑ́ bɑ̄.
Ce n'est pas vrai.,Sī ndéndēē bɑ́ bɑ̄.
Cela n'a pas d'importance.,Sī ghɑ̀' nù bɑ́ bɑ̄.
Cela n'en vaut pas la peine.,Yāā kɑ̀' kú'sí sə̀ə̄wū.
"Certainement, sans doute.",Yáá kwɑ̀' fà'á. Kwɑ̀' ndéndēē.
"Ces jours, ces derniers jours.",Béé líé'nzɑ̄ lè.
C'est amusant!,Yáá mɑ̀ngʉ́ nǔzhwìè. Yáá mɑ̀nsíésí wèn.
C'est bon.,Yáá pè'! Yέέ pə̀'! Yáá pòm.
C'est la vie!,Sīècɑ́' mbɑ̄ mɑ́ fà'á!
C'est obligatoire.,Yáá mɑ́ sìkə̀'nkə́'/sìkwè'nkwé'.
C'est quoi ça?,Kɑ́ báá ā?
"C'est quoi, ce truc?",Kɑ́ bɑ́ béé wū lè?
C'est un mensonge.,Cwàānù bɑ́.
C'est vrai.,Ndéndēē bɑ́.
Cher M. Noulaheu.,Tènmvàk mbɑ̄' Nùlɑ́ghʉ̀.
Chère Mme Ngeutchue.,Tènmvàk mɑ̄vǒ Ngə̀ə̄nshwīē.
Combien de personnes?,Pʉ̀ sʉ̄'ʉ̄?
Combien?,Sʉ̄'ʉ̄?
Comme d'habitude.,Pɑ́' yáá njā' bɑ̄ lɑ́.
Comment appelle-t-on ceci/ça?,Pó ncēh béé mɑ́ kɑ́? Pó ncēh béé wū lè mɑ́ kɑ́?
Comment appelle-t-on cela?,Pó ncēh báá mɑ́ kɑ́? Pó ncēh báá wū lɑ́ mɑ́ kɑ́?
Comment?,Mɑ̀ lāhā?
Cordialement.,Mɑ̀ nthʉ́ nkə̀'nì/nkwè'nì. Pí nkwèè nthʉ̄ ā wǎ'.
D'ailleurs cela n'a pas d'importance.,"Mbɑ̀ fà'á, sī ghɑ̀' nù bɑ́ bɑ̄."
D'ailleurs.,Mbɑ̀ fà'á.
"De rien, je vous en prie(réponse à un remerciement).",Ncà' sī wū bɑ̄. Ò kɑ̀' ghʉ́ mbʉ́ɑ́ pēn ā.
Défense de fumer.,Pō sǐ' nnū ndɑ̀pɑ̌' séé bɑ̄.
Dépêche-toi!,Ghʉ̀ mɑ̀wǎ! Ghʉ̀ mɑ̀ngʉ̀'!
Dépêchez-vous!,Pèn ghʉ́ mɑ̀wǎ/mɑ̀ngʉ̀'! Pèn ghʉ́ mɑ̀ ndʉ̄ɑ̄! Pèn fɑ̄'sī/nēēsī!
Désolé de t'avoir fait attendre.,Lə̀hsì ā mvàk yì ngɑ̌ ngʉ̀ ò pīɑ̄ bā lɑ́.
Désolé d'être en retard.,Lɑ̀hsì ā mvàk yì ngɑ̌ lí' sɑ̀' ncōh lɑ́.
Désolé pour le retard.,Lɑ̀hsì á nɑ́ côh/tóhndɑ̀h.
"Désolé(e), pardon!",Lɑ̀hsì/lə̀hsì ā lɑ́.
"Désolés, nous ne pouvons pas entrer, nous sommes en retard.","Lɑ̀hsì yōh lɑ́, mbɑ́ pɑ̌h lɑ̀ cō ndʉ̄ɑ̄, pɑ̌h yá' cōh."
Dors bien.,Dīē mbə̀pə̄'/pə̀pē'.
E-mail.,Mbǔ' kʉ̀khʉ̀ɑ̄nkèn.
"Enlevez vos chaussures, s'il vous plaît(En s'adressant à plusieurs personnes).",Cīcō'ò pèn cō' ncāt mēē.
"Enlevez vos chaussures, s'il vous plaît(En s'adressant à une seule personne).",Cīcō'ò cō' ncāt mǒ.
Entrez!(En s'adressant à une seule personne).,Cō ndʉ̄ɑ̄. Kwēn ndʉ̄ɑ̄.
Entrez!(En s'adressant à plusieurs personnes).,Pèn cō ndʉ̄ɑ̄. Pèn kwēn ndʉ̄ɑ̄.
Est-ce que tout va bien?,Nkwèè zú nɑ́ mbʉ́ɑ́ yāā á?
Es-tu sûr(e)? Peux-tu jurer pour ça?,Ǒ zhí ndéndēē é? Pɑ́ ó nnūngùh yāā á?
"Je suis sûr de ça, litt. je peux jurer pour ça.",Pɑ́ ǹ nnūngǔh yāā. Síé zhī!
Excusez-moi(utilisé pour attirer l'attention de quelqu'un).,Mɑ́ mbɑ̀!
"Excusez-moi, où sont les toilettes?","Mɑ́ mbɑ̀, mfʉ̀nǐ/zʉ̌'zʉ̌'/kwàá/ndʉ̄ɑ̀nǐ mɑ̀ hɑ̄?"
Faites comme chez vous.,Ǒ séè mɑ̀ mbèé nò/lò. Ǒ séè mɑ̀ mbèé mbú ò.
Félicitations!,Ŋâmsì! Ngɑ̌ pén ō! Ngɑ̌ tám ngáá tú ò!
Il y a longtemps que je ne t'ai pas vu(e).,Yáá sī tɑ̀' mvàk yì ǹ kɑ̀' pát njīī nō lɑ́. Yáá sī mbɑ̀!
Il y a quelque chose de bien à la télé?,Tɑ̀' mbè' wú mɑ̀ntōh ntám mbǔ'nkěn-yīīsì í?
Il/elle est là.,Ǎ síé.
Il/elle ment.,"Ǎ mɑ̀mfʉ́ɑ́, ǎ mɑ̀ncwáánù."
Il/elle n'est pas là.,À sī sīē bɑ̄.
Ils ont fait match nul.,Yáá tōm nkɑ̀ndàk.
J'ai beaucoup étudié.,Ngɑ̌ zhí'sí wū tɑ̀'.
J'ai beaucoup travaillé.,Ngɑ̌ fɑ̀' tɑ̀'.
J'ai été très occupé(e).,Ǹ dɑ̀cáhsí tɑ̀'.
J'ai la paresse.,Lə́' mɑ̀nkō ā.
J'ai la paresse de me laver.,Lé' mɑ̀nkō ā làh nsóh nā à.
J'ai la paresse/flemme de le faire.,Lə́' mɑ̀nkō ā làh ngʉ́ yāā.
J'aime tellement la bière.,Ngɑ̌ kə̌'/kwě' ghɑ̀'ndù' tɑ̀ kēēmbʉ̄ɑ̄.
Jamais.,Sə̀ə̄līē'.
J'attends cela avec impatience.,Ngɑ̌ mɑ̀mbīɑ̄ yāā pɑ́' nzát mōō lɑ́.
"Je blaguais, je plaisantais.",Tʉ̀ɑ̀' bɑ̄ fhʉ̄mbɑ̄. Pìēsōk bɑ̄ fhʉ̄mbɑ̄.
Je crains que…,Ngɑ̌ mɑ̀mbōh mɑ́…
Je dois partir.,Yáá ncāk mɑ́ ń nshʉ̀ɑ̀.
Je fais les emplettes.,Ngɑ̌ mɑ̀njwēn zū.
"Je fais mes besoins, je chie.",Ngɑ̌ mɑ̀nní.
Je me lave/baigne.,Ngɑ̌ mɑ̀nsóh nā à.
Je m'ennuie.,Ngɑ̌ mɑ̀ngátsí nā à. Nthí nzɑ́ mɑ̀nsáh lā. Nɑ̄h mǎ mɑ̀nsáh. Ngɑ̌ mɑ̀njʉ̄yāh.
Je n'aime pas la bière.,Ǹ kɑ̀' kə́'/kwé' ghɑ̀'ndù'.
Je ne pense pas.,"Ǹ kɑ̀' kwá' fà'á, ǹ kɑ̀' kwá' bɑ̄."
Je ne sais pas.,Ǹ kɑ̀' zhī.
"Je ne suis pas heureux à ce sujet, mais telle est la vie.","Yāā sī mɑ̀mbé' ā bɑ̄, tɑ́' sīècɑ́' mbɑ̄ mɑ́ fà'á!"
Je pense que oui.,Ngɑ̌ kwà' fà'á.
Je pense que…,Ngɑ̌ kwà' mɑ́…
Je peux faire quelque chose pour toi?,Pɑ́ ǹ nkōsī ō ó? Pɑ́ ǹ nzhīīsī ó pí tɑ̀' wū kāhā?
Je sais.,Ngɑ̌ zhí.
Je suis au travail.,Ngɑ̌ mɑ̀ mfɑ̀'.
Je suis chez mon ami.,Ngɑ̌ wú sēn à.
Je suis d'accord(avec toi).,Ngɑ̌ nshùnshʉ̀' pí wò. Yōh pɑ́h ó nshùnshʉ̀'.
Je ne suis pas d'accord.,Ǹ sī nshùnshʉ̀' pí wò bɑ̄.
Je suis dans la voiture.,Ngɑ̌ mɑ̀ ntám/thʉ́ ndʉ̄'.
Je suis en train d'uriner/de pisser.,Ngɑ̌ mɑ̀nsíí.
Je suis inquiet(inquiète).,Ngɑ̌ mɑ̀mbōh.
Je suis pressé(e).,Ngɑ̌ mɑ̀nnēēsī.
Je te félicite!,Ngɑ̌ ŋāmsī ō! Ngɑ̌ hɑ́ ngɑ̌ pén mbú ò. Ngɑ̌ tám ngáá tú ò!
Je travaille.,Ngɑ̌ mɑ̀mfɑ́'.
Je vais laver et tu vas essuyer.,"Ngɑ̌ ìnsóh, ò cwāh. Ngɑ̌ ìmɑ̄nsóh, ò mɑ̄ncwāh."
Je vais me coucher.,"Ngɑ̌(mɑ̀)ngén nə̌'sīē, ngɑ̌ ngén dīē."
Je vais sortir.,Ngɑ̌ ìntōm. Ngɑ̌ ìngén nzɑ̄.
Je viens de rentrer de…,Ǹ jǎt tɑ̄ mɑ̄ fhʉ̄…
Je voudrais aller aux toilettes.,Ngɑ̌ mɑ̀ncāk/mɑ̀nkwé' làh ngén mfhʉ̀nì/kwàà.
Je vous en prie(réponse à un remerciement).,Ncà' sī wū bɑ̄. Ò kɑ̀' ghʉ́ mbʉ́ɑ́ pēn ā.
J'espère que non.,Ngɑ̌ kwà' mɑ́ ngǎ'.
J'espère que tu vas bien.,Ngɑ̌ kwà' mɑ́ ó ntèn/shwītōk.
J'espère que…,Ngɑ̌ kwà' mɑ́… Ngɑ̌ mɑ̀nkwá' mbīɑ̄ mɑ́…
"Juste un instant, s'il vous plaît.","Cīcō'ò nɑ̄' mbīɑ̄ tɑ̀' mbhʉ̄, nɑ̄' ntēnɑ̄ cīcō'ò."
"Là, là-bas.","Sî lì, hìì lì."
Le plus tôt possible.(Litt. avant que le coq ne chante),Tɑ́ khʉ̀ɑ̀' lí' tə̄'. Sì khʉ̀ɑ̀' tē'.
Le score est à égalité zéro but partout.,"Mvǎk ghɑ̀ɑ̄pìí nkɑ̀ndàk, nèhē-nèhē."
L'entrée.,Nshùmbù'/zʉ̌'cō/zʉ̌'kwēn.
"Les femmes, les dames.",Pʉ̌nzhwīē.
Les hommes.,Pōōmbā'/Pōōmbâ'.
Les toilettes sont occupées.,Wěn mfʉ̀nì/ndʉ̄ɑ̀nì/kwàà.
"Mais, seulement.","Ndɑ̌'mɑ́, tɑ́'."
Merci(à plusieurs personnes).,Ngɑ̌ pén yēē.
Merci(à une seule personne).,Ngɑ̌ pén ō.
Merci beaucoup(à plusieurs personnes).,Ngɑ̌ pén yēē tɑ̀'.
Merci beaucoup(à une seule personne).,Ngɑ̌ pén ō tɑ̀'.
Merci pour la lettre que tu m'avais envoyée.,Ngɑ̌ pén ó nɑ́ ŋwɑ̀'nì yì ò lɑ̀cǎh mbú á lɑ́.
Moi aussi.,Mbɑ̀ mʉ̀.
"Moins de bruit, s'il te plaît.",Nɑ̄' ndā' lɑ́ cʉ̄cō'ò. Nɑ̄' ndā' ywààsì.
"Non, Merci.","Ngǎ', ngɑ̌ pén ō."
Non.,Ngǎ'.
N'oublie pas.,Ǒ sì lɑ́h/lə́h.
N'oubliez pas.,Pěn sì lɑ́h/lə́h.
Nous avons égalisé.,Pɑ̌h yɑ́ɑ́ nkɑ̀ndàk.
Nulle part.,Sə̀ə̄zʉ̀'.
Ok.,Ncà' sī wū bɑ̄! Yáá pè'! Yáá pòm!
On y va!,Wèn shʉ́ɑ́! Pɑ̀h shʉ́ɑ́! Wèn ghénɑ́!
Où?,Hɑ̄?
Où es-tu?,Ǒ mɑ̀ hɑ̄?
Où êtes-vous?,Pěn mɑ̀ hɑ̄?
Oui.,Ŋ̄h!
Parce que.,Mbī'tū mɑ́.
Partage avec moi. Litt. Donne ma part.,Hɑ̄ yǎ. Hɑ̄ yǎ lè. Ghɑ̀ɑ̀ nhɑ̄ yǎ.
Partage ton repas avec moi.(Litt. Donne ma part de nourriture).,Hɑ̄ yà wúzɑ̄ lè.
Partout.,Nkwèèzʉ̀'.
"Pas de chance, malchance!","Zīī sìpə̀', pɑ́hzīī."
Pas mal.,Yāā kɑ̀' pɑ̄h bɑ̄.
Peu importe(ce n'est pas important).,Sī ghɑ̀' nù bɑ́ bɑ̄.
Peu importe ce que tu fais.,Ò bɑ̌ngʉ́ mbɑ̀ kɑ́ lɑ̄. Ò mɑ̌ngʉ́ mbɑ̀ kɑ́ lɑ̄.
"Peu importe ce que tu fais, n'oublie pas d'apprendre ta langue maternelle.","Ò mɑ̌ngʉ́ mbɑ̀kɑ́lɑ̄, ǒ sì lɑ́h làh nzhī'sī ghə̀ə̀ zǒ."
Peu importe la manière.,"Mbɑ̀ mɑ̀ lāhā lɑ̄, mbɑ̌ nɑ́ yàā mbʉ̄ɑ̄ lɑ̄."
Peu importe où tu es.,Ò bɑ̌ mbɑ̌ hɑ̄ lɑ̄.
"Peu importe où tu es, ne rate pas mon mariage.","Ò bɑ̌ mbɑ̌ hɑ̄ lɑ̄, ǒ sì ghā' lə́ə́ndʉ̄ɑ̄ zǎ."
Peu importe quand tu viens.,Ò bɑ̌/mɑ̌ nsɑ́' mbɑ̀ sēnɑ̄ lɑ̄.
"Peu importe quand tu viens, il n'y a pas de problème.","Ò bɑ̌/mɑ̌ nsɑ́' mbɑ̀ sēnɑ̄ lɑ̄, mɑ̀ ncà' sī wū bɑ̄."
Peu importe qui tu es.,Ò bɑ̌ mbɑ̀wɑ̄lɑ̄.
"Peu importe qui tu es, respecte-moi.","Ò bɑ̌ mbɑ̀wɑ̄lɑ̄, ò hɑ̄ nkù'nǐ mbú à."
Peu m'importe. Je m'en fous.,Ǹ kɑ̀' cə̄ə̄.
Peut-être.,"Mbé'ntìè'/mbə́'ntìè', mó', mó'ntìè'."
Pourquoi pas?,Yáá lɑ̀ bɑ̄ fà'á nǔkɑ́?
Pourquoi?,Nǔkɑ́?
Pousse la porte.,Tìē' nzhìndʉ̄ɑ̄.
"Prendre sur soi, se contenir, se retenir de s'énerver.",Ncām nā wèn.
Prends soin de toi. Porte-toi bien!,Bɑ̄ ntèn. Bɑ̄ shwītōk.
Prends ton temps.,Pīā nā ò.
Puis-je emprunter ton stylo?,Pɑ́ ó hō ā nkə̌'ŋwɑ̀'nì ò ó?
Quand?,Sēnɑ̄? / Sēn? / Sēlɑ̄?
Que fais-tu? Tu fais quoi?,Kɑ́ tɑ́ ó mɑ̀ngʉ́ ʉ̄? Ǒ mɑ̀ngʉ́ kɑ́?
Que veux-tu dire?,Kɑ́ tɑ́ ó mɑ̀ncāk làh ndēn?
Quel est le score?(Lorsque le match est encore en cours).,Ghɑ̀ɑ̄pìí mɑ̀ lāhā?
Quel est le score?(Lorsque le match est terminé).,Ghɑ̀ɑ̄pìí tóm mvàk lāhā?
Quelle est l'adresse de ta maison?,Mbù' mbèè nǒ mɑ́ kɑ́?
Quelque part.,Tɑ̀' zʉ̀'.
Qu'en dis-tu? Que dis-tu de cela?,Ǒ lén yǒ ná mɑ́ kɑ́?
Qu'est-ce que cela signifie?,Yáá mɑ̀ndɑ́'sí mɑ́ kɑ́?
Qu'est-ce que c'est?,Kɑ́ bɑ́ ɑ̄?
Qu'est-ce que c'est que ça?,Kɑ́ béè?
Qu'est-ce que tu deviens ces derniers jours?,Kɑ́ tɑ́ ó mɑ̀ngʉ́ béé líé'nzɑ̄ lè?
Qu'est-ce que tu en penses?,Ǒ yéé yǒ ná mɑ́ kɑ́? Ǒ kwà' yǒ ná mɑ́ kɑ́?
Qu'est-ce qui ne va pas?,Nǔ kɑ́ bɑ́ ɑ̄? Kɑ́ bɑ́ sīē?
Qu'est-ce qui se passe(ici)?,Nǔ kɑ́ bɑ́ séè?
Qu'est-ce qui s'est passé ici?,Nǔ kɑ́ bɑ̄ mbɑ̄ séè?
Qui a gagné?,Wɑ̄ bɑ̄ nzɑ̄ ɑ̄? Wɑ̄ bɑ̄ nzàb?
Qui gagne?,Wɑ̄ bɑ́ mɑ̀nza᷇b?
Qui joue? Contre qui?,Wɑ̄ bɑ́ mɑ̀ntām? Pí wɑ̄?
Qui que tu sois.,Ò bɑ̌ mbɑ̀ wɑ̄ lɑ̄.
Qui?,Wɑ̄?
Quoi?,Kɑ́?
Regarde!,Yēē/yīī!
Servez-vous(En s'adressant à une seule personne).,Lǎh yǒ [la᷅h yo᷅].
S'il te/vous plaît.,Cīcō'ò.
"S'il vous plait monsieur, asseyez-vous! Non madame, après vous!",Cīcō'ò sīsīē lɑ́ mbɑ̄'. Ngǎ' mɑ̄vǒ yā' sī.
Sors!,Tōm!
Sortez!(A plusieurs personnes),Pèn tōm!
Sortie(lieu de sortie).,Zʉ̌'tōm.
Super!,Yáá pè'. Yέέ pə̀'! Mbə̀' mfɑ̀'!
Taisez-vous!,Pèn lā'!
Tant pis!,Ǹ kɑ̀' cə̄ə̄. ɑ́ yāā bɑ̄ mbɑ̀ mɑ̀ lāhā lɑ̄!
Tire la chaise.,Fǎk làk.
Toi aussi!,Mbɑ̀ wò. Mbɑ̀ wò yō. Mbɑ̀ túnā ō.
Tu as bonne mine.,Nshʉ̀ɑ̀ mǒ pə̀'/pè'.
Tu as des projets pour cet été?,Kɑ́ tɑ́ ó mɑ̀nkɑ́'/mɑ̀nkwá'sí làh ngʉ́ ntìè' ē lòm/lə̀b?
Tu as des projets pour les vacances?,Kɑ́ tɑ́ ó mɑ̀nkɑ́'/mɑ̀nkwá'sí làh ngʉ́ ntìè' ē hwīēsì?
Tu as raison.,Ǒ zɑ́(Litt. tu as gagné). Ǒ mɑ̀ngə́ə́ ndéndēē(Litt. Tu dis la vérité).
Tu as tort.,Ǒ hèè.
Tu avais raison.,Ò lɑ̀mɑ̌ngə́ə́ ndéndēē.
Tu dois… tu as le devoir de…,Ǒ ghʉ̌ mbʉ́ɑ́… Yáá ncāk mɑ́ ó…
"Tu sais, c'est comme ça, c'est la vie.",Ǒ zhí í? Sīècɑ́' mbɑ̄ mɑ́ fà'á!
"Un instant, s'il te plaît.","Nɑ̄' mbīɑ̄ tɑ̀' mbhʉ̄, cīcō'ò. Cīcō'ò nɑ̄' ntēnɑ̄."
Une minute s'il te plaît.,"Tɑ̀' mbhʉ̄ cʉ̄cō'ò, cʉ̄cō'ò, nɑ̄' ntēnɑ̄."
"Vas-y, continue.",Làh ngén mbhì.
Vas-y.,"Dhù/lhù, dhù nshʉ́ɑ́."
Viens ici!,Sɑ̌' séè!
"Votre attention, s'il vous plaît.","Cīcō'ò, pèn yū' lè. Cīcō'ò, pèn lā' njū'."
Vous buvez de l'alcool?,Ǒ nnū ghɑ̀'ndù' ú?
Vous buvez la bière?,Ǒ nnū ghɑ̀'ndù' ú?
Vous fumez?,Ǒ nnū ndɑ̀pɑ̀' ɑ́?
