Column1,French,Nufi
7442, il aime tellement mépriser.,Ǎ nkwé' làh nnén wèn yə̄ə̄ 
7443, il aime tellement mépriser.,Ǎ nkwé' làh nnénsí wèn yə̄ə̄ 
7446," quel que soit ce que je dis, tu ne fais que me frustrer",Ngɑ̌ kòngə́ə́ mbɑ̀kɑ́lɑ̄ ò mɑ̄nnī' ā sì' nnī' 
7447, montre voir.,Nìá ń njēē 
7448," cette fille aime mépriser, les hommes.",Ngòò lɑ́ kə̌' nàh nníá pōōmbā' 
7449, il m'a trompé en me vendant un mauvais coupe-coupe.,Ǎ fěn mfʉ̀ɑ̀ nī mbú á ndáh nníá lā 
7450, je m'approche déjà de ça,Ngɑ̌ yá' mɑ̄nnīā ngǎk yāā
7451, ne t'y rapproche pas.,Ǒ sì nnīā ngǎk yāā
7452," le cordonnier, le savetier",Nnìɑ̀ɑ̀ncāt 
7453, le fabricant de chaussure,Nnìɑ̀ɑ̀ncāt 
7454, le boulanger,Nnìɑ̀ɑ̀tòòtōm 
7455," fabriquer, et tòòtōm ","Nnìɑ̀ɑ̀, nom d'action du verbe nníɑ́ɑ́ "
7456, boulangerie.,Lə̀ə̄tòòtōm 
7457, coiffer.,Nníɑ́ɑ́sí nǒktū 
7458, se préparer.,Nníɑ́ɑ́sí nā wèn 
7459, tends ta main,Nìāh pō ō 
7460, montre voir.,Nìáh ń njēē 
7463, essore cet habit avant de sécher,Nīāt ndhī lɑ́ tɑ̄ njēh 
7464, la femme enceinte a l'habitude de cracher,Mʉ̀nzhwīē zʉ́ʉ́ nnēē nnīāt ntīē 
7466, éjecter la salive avec une grande pression,Nnīātsī ntīē 
7467," rassembler son courage, s'efforcer pour faire qqch",Nnīātsī nā 
7471," tu cours un danger, tu joues avec le diable",Ǒ kònsī nshʉ̄ɑ̀ kʉ̀ʉ̀/zàmɑ̀ mɑ̄ nnī'lōh 
7472, traire le lait,Nnó'mbēn 
7473," étrangler, stranguler",Nnó' tʉ̄tə̄' 
7474, presser l'abcès,Nnó' mbèè 
7475, cligner les yeux à qqn,Nnó' nɑ́h mbí wèn 
7476, il a épreint l'orange au point d'en extraire tout le suc,Ǎ nǒ' pòmā tɑ̀ nkwèè nshǐ yāā tōm 
7477, double-cliquer.,Nnó' ncām mbʉ́ɑ́ 
7478, il faut éviter l'hypocrisie,Ǒ sì cáh wěn mbhì mɑ̄ njàm nnó'nɑ̄h 
7479, il faut éviter l'hypocrisie,Ǒ sì cáh wěn mbhì mɑ̄ njàm nnó'nə̄h 
7480, il est parti furtivement,Ǎ nóó nshʉ́ɑ́ 
7481, il est parti furtivement,Ǎ nóósí nshʉ́ɑ́ 
7482, noyer,Nnú'nshì 
7483, pétrir le légume avec de l'huile de palme,Nnú' njɑ̀ɑ̀ pí pǎ' mvāt 
7485," se désaltérer, s'abreuver",Nnū nshì 
7486, je voudrais boire de l'eau,Ngɑ̌ ìnnū nshì 
7487, ce kòkí a absorbé l'huile.,Khʉ̀khʉ̄ɑ̄ lɑ́ nū mvāt 
7488," passer des épreuves d'ordalies, témoigner, prêter serment",Nnū ngùh 
7489, je vous fais abnégation de tous mes intérêts,Ngɑ̌ nʉ̀ɑ̄ nkwèè pìì nǎ mbí pèn 
7490," va faire, va arranger ton lit.",Ghèn nnʉ́ɑ́ɑ́ kwéndʉ̄ɑ̄ ò 
7491, il fabrique la chaise.,Ǎ kònnʉ́ɑ́ɑ́ làk 
7493," le cordonnier, le savetier",Nnʉ̀ɑ̀ɑ̀ncāt 
7494, le fabricant de chaussure.,Nnʉ̀ɑ̀ɑ̀ncāt 
7495," va faire, va arranger ton lit.",Ghèn nnʉ́ɑ́ɑ́sí kwéndʉ̄ɑ̄ ō 
7496, il fabrique la chaise.,Ǎ kònnʉ́ɑ́ɑ́sí làk 
7498, l'huissier de justice prête serment d'être incorruptible à vie,Nkônkɑ́ɑ́mbíntěn mɑ̀nnū ngùh mɑ́ pō sī ìndɑ́' nǔ'nshù ī sə̀ə̄līē' bɑ̄ 
7499, l'enfant s'est noyé,Móó nǔ'nshì 
7500," si tu ne sais pas nager, tu te noieras","Ò sǐ' nzhī nàh nnāh nshì bɑ̄, mɑ̀ ǒ nnú'nshì "
7501," corrompre, soudoyer quelqu'un",Nnú'nshǔ wèn 
7502, enlève les ordures et jette-les.,Ŋǎ' ghǎ'zū lɑ́ ngwɑ̄' 
7503," joufflu, mafflu",Pú'nŋɑ̀' 
7504, se vanter,Nŋɑ̄' nā 
7506," tu t'es prostituée et a contracté la maladie, c'est tant pis pour toi","Ǒ káákhʉ̀ nŋɑ̄' ghòò, làh nŋwā' nā ò "
7507," mon mari est trop dépensier, il est allé m'accabler de dettes.","Ndū á nsīī nkɑ̄ɑ̄ tɑ̀', ǎ ghèn nŋɑ̄' njō ntʉ̄ɑ̄ tú à "
7508, cette tige de fer est sinueuse.,Ntʉ̀' tēnɑ̄ lɑ́ ŋāā 
7509, les arbres ont entièrement entouré la concession,Nthʉ́ ŋāā pè'è mbóm 
7510," essayer, tenter.",Hom. nŋāh 
7511, cette tige de fer est sinueuse,Ntʉ̀' tēlɑ̄ lɑ́ ŋāāsī 
7512," les pieds de cet hommes sont tordus, c'est un paralytique","Nkhǔ mbā' lɑ́ ŋāāsī, ǎ mɑ́ nkǎálɑ̀ "
7513, les arbres ont entièrement entouré la concession.,Nthʉ́ ŋāāsī pè'è mbóm 
7514," le paresseux n'aime pas d'efforts, le paresseux n'aime pas s'efforcer",Ndə̌' sí' nkə́' mbʉ́ɑ́ ŋàh bɑ̄ 
7515, j'ai essayé cela à plusieurs reprises avant de m'avouer vaincu,Ngɑ̌ ŋǎh yāā ncámncām tɑ́ yāā shʉ̄ɑ̄ ā 
7516, n'essaye pas ce qui te dépasse,Ǒ sì ŋāh wū mɑ̀ yáá shʉ̀ɑ̀ ō 
7517, contourner.,Hom. nŋāā 
7518, ferme ta main,Ŋə̄b pō ō 
7519, ferme tes yeux.,Ŋə̄b nə̄h mǒ 
7520, ferme ta main,Ŋə̄bsī pō ō 
7521, ferme tes yeux.,Ŋə̄bsī nə̄h mǒ 
7522, ferme ta main,Ŋə̄ə̄sī pō ō 
7523, ferme ta main,Ŋə̄m pō ō 
7524, ferme tes yeux.,Ŋə̄m nɑ̄h mǒ 
7525, ferme ta main,Ŋə̄msī pō ō 
7526, ferme tes yeux.,Ŋə̄msī nɑ̄h mǒ 
7527, ferme ta main,Ŋōm pō ō 
7528, ferme tes yeux.,Ŋōm nɑ̄h mǒ 
7529, ne froisse pas les habits,Ǒ sì ŋō'sī ndhī 
7530," va repasser ton habit, c'est froissé","Ghèn nsák ndhī ō lɑ́, yáá ŋū'sī "
7531," Pourquoi te recroquevilles-tu ainsi, aurais-tu froid?","Nǔkɑ́ ó mɑ̀nŋū' fà'á ā, fóh mɑ̀nkō ō kāhā ? "
7532, cet enfant est très timide.,Mōō lɑ́ nŋū'sī yə̄ə̄ 
7533," (proverbe) tu cours un danger, tu joues avec le diable",Ǒ kònsī nshʉ̄ɑ̀ kʉ̀ʉ̀/zàmɑ̀ mɑ̄ nŋʉ̄'lōh 
7535, dis-lui de ne pas renfrogner son visage,Lēn mbú í mɑ́ á sì ŋū'sī sī ī 
7536," Pourquoi te recroquevilles-tu ainsi, aurais-tu froid?","Nǔkɑ́ ó mɑ̀nŋū'sī fà'á ā, fóh mɑ̀nkō ō kāhā ? "
7538, il a bruiné,Mbǎk ŋwà' 
7539," débris, détritus.",Ŋwá' 
7540, cet homme est très jovial.,Mbā' lɑ́ nŋwā'sī 
7541, ils se réjouissent,Pó kònŋwā' nā yɑ̀ɑ̀ 
7542, il se réjoui en man-geant de la viande,Ǎ mɑ̀mfāt mbɑ̀ɑ̀ ndáh mɑ̄nŋwā' nā ì 
7543, satisfaction,Ntók ŋwā' 
7544, je suis satisfais de ce côté-là.,Ntók ŋwā' nɑ́ báá pàh lɑ́ 
7545," tu t'es prostituée et a contracté la maladie, c'est tant pis pour toi.","Ǒ káákhʉ̀ nŋɑ̄' ghòò, làh nŋwā' nā ò "
7546, la distance est très longue.,Nthí nzhǐ ŋwá' 
7547, va puiser de l'eau et apporte-le-moi,Ghèn nŋwáá nshì ndáh nsɑ́' 
7548," si ça tombe, si ça se verse, tu ramasses","Yāā sǎ', ò ŋwāà "
7549, ramasser une chose à la fois,"Mbīī, pīī "
7550, ramasser çà et là.,Mbīīsī 
7551," à peine arrivé au champ, la pluie est survenue.",Ngɑ̌ lí' dhǐ kò mbàk ŋwâh 
7552," il pleut légèrement, il bruine",Mbǎk kònŋwá'sí 
7554," cet homme est jovial, il est accueillant, affable, amène.",Mbā' lɑ́ nŋwā'sī 
7555," cette banane a un goût de sève, ce n'est pas bien cuit.","Làt lɑ́ kònŋwāt, yāā kɑ̀' cóh mbhī "
7556," haut dignitaire du royaume, protecteurs du royaume","Ŋwâtmbèè, ŋwâtlɑ̄' "
7557, propriétaire,Ŋwāt 
7558, ministre des affaires étrangères,Ŋwātlɑ̄' kè' 
7559, ministre de l'intérieur. N.B. le Ŋwâtlɑ̄' n'est pas un autochtone du village.,Ŋwātlɑ̄' ntámbèè 
7560," cette banane a un goût de sève, ce n'est pas bien cuit.","Làt lɑ́ kònŋwātlɑ̄, yāā kɑ̀' cóh mbhī "
7561, ton marché,Ntēē nò 
7562, ton flanc,Mbìì nō 
7563, ton igname,Mbīī nò 
7564, le département,Nǒ'fhʉ́lɑ̄' 
7565, préfet,Nsɑ̂'nǒ'fhʉ́lɑ̄' 
7566," (proverbe) dans un ensemble de noix de palme, on ne connait pas celle qui produit l'huile",Pō sǐ' nzhī nò' nzʉ̄ yì yáá nhɑ̄ mvāt lɑ́ bɑ̄ 
7567, doigt de banane,Nò' làt 
7568, doigt de plantain,Nò' kòlə̀' 
7569, une prune entière.,Nò' shʉ̄ɑ̄ 
7571, presse les herbes pour te frayer un chemin,Nǒ' mvēnɑ̀ ntōh 
7572," (proverbe) n'encourage pas, ne motive pas quelqu'un à faire quelque chose alors que tu n'y penses pas",Ǒ sì cáh wěn mbhì mbɑ̄ njàm nnó' nɑ̄h 
7574," je ne fraie pas avec toi, je ne te rend pas visite",Sǐ' ngēē nō bɑ̄ 
7575, (les poils de la bouche) les moustaches,Nǒknshù 
7576, (les poils du menton) la barbe,Nǒktěnshù 
7577, velu,Nònòk 
7578, tu es velu comme un singe,Ǒ cát nòk pɑ́' nkēē lɑ́ 
7579," poil du mouton, la toison.",Nǒk nzhʉ̀nzhʉ̀ɑ̀ 
7580," une chevelure, un brin de cheveu, un poil",Njâ' nòk 
7581, les cheveux,Nǒktū 
7582, tes cheveux sont touffus.,Nǒktú ó cāt 
7583, barbe.,Nǒktěnshù 
7584, tes cheveux sont touffus,Nǒktú ó cāt 
7585, mes cheveux sont longs tel la queue de cheval.,Nnǒktū mǎ sàh pɑ́' nkwěn nə̀ə̀lāk [sá'lāk] lɑ́ 
7587, il marche nonchalamment.,Ǎ nnák nōōnóó yāā 
7588, il est parti furtivement.,Ǎ nóósí nshʉ́ɑ́ 
7589, dévoiler les faiblesses de qqn,Nsá'ntèn 
7590, il a dévoilé mes faiblesses en publique.,Ǎ sǎ'ntèn mā 
7591, surprendre quelqu'un,Nsá' wèn 
7592," il m'a surpris, il m'a pris sur le fait.",Ǎ sà' lā 
7593, on prépare généralement le couscous maïs sauce nkui accompagné de légumes appelé,Pó nnēē ndə̄ə̄ nsá' nkùɑ̀ pí kíé'pō 
7594, farine de maïs.,Ghǒ'ngòfāt 
7595," fais vite, la voiture arrive déjà.","Ghʉ̌ mɑ̀ wǎ, ndʉ́' yá' mɑ̄nsɑ́' "
7596, cette corde est élastique,Nkhʉ̀ lɑ́ mɑ̄nsɑ́' 
7597, Tchoualak a arraché ma viande,Cwàālák sɑ̌' mbɑ̀ɑ̀ bà 
7598, peigner les cheveux,Nsɑ́' tū 
7599, je me peigne les cheveux.,Ngɑ̌ mɑ̀nsɑ́' tū ā 
7600, cet enfant prend du poids,Mōō lɑ́ mɑ̀nsɑ́'nshì 
7601," le président d'un Etat, le président de la République",Nsɑ̂'ngwè'/nsɑ̂'ngə̀' 
7602, gouverneur,Nsɑ̂'pǎhngwè'
7603, maire,Nsɑ̂'tūsè'
7604, sous-préfet,Nsɑ̂'fhʉ́lɑ̄' 
7606, le juge.,Nsɑ̂'ncà' 
7607," recevoir, être bénéficiaire de l'argent de la tontine",Nzɑ̄ nsɑ̄' 
7608," ne pas pouvoir contribuer à la tontine, l'échec tontine",Ngwɑ́ nsɑ̄' 
7609," contribuer, donne sa quote-part à la tontine",Mmɑ́' nsɑ̄' 
7610, démarrer une tontine,Nkām nsɑ̄' 
7611, l'argent que chacun contribue lors de la tontine,Nkɑ̄ɑ̀ nsɑ̄' 
7612," la marraine du nsɑ̄', c'est elle qui avalise quelqu'un, et paye la contribution de celui ou celle qu'elle avalise",Mɑ̂nsɑ̄' 
7613, père du nsɑ̄',"Mbɑ̂'nsɑ̄', táànsɑ̄' "
7614, donner sa contribution au nsɑ̄',Mmɑ́' nsɑ̄' 
7615, il n'a pas honoré à sa contribution pour la tontine,Ǎ wùɑ̄ nsɑ̄'
7616, ce n'est pas bien de déshonorer à sa participation de tontine,Yāā kɑ̀' pé' làh ngwɑ́ nsɑ̄' 
7617," Peux-tu m'aider en me donnant de l'argent pour ma tontine ? Syn. ntɑ̌', ntɑ̄'.",Ò kɑ̀' hɑ̄ yà nkɑ̄ɑ̄ nsɑ̄' ɑ́ ? 
7618, Tchamgoue aime trop gouverner,Cǎmngwéé kə̌' nàh nsɑ̄' pʉ̀ yə̄ə̄ 
7621, juger un différend.,Nsɑ̄' ncà' 
7622, De quoi est-ce que vous discutez là-bas?,Kɑ́ tɑ́ pěn sáá nsɑ̄' ɑ̄ ? 
7623, il a l'habitude de vendre très cher,Ǎ nsɑ̄' wū yə̄ə̄ 
7624," partage, divise tu donnes ma part",Sɑ̀ɑ̀ nhɑ̄ yǎ lè 
7625, cet habit me serre,Ndhī lɑ́ kònsāb ā 
7626, cette fille aime toujours des habits moulants,Ngòò lɑ́ nkwé' yǐ sì' ndhī mɑ̀ yáá nsāb ī 
7627, les chaussures me serrent le pied,Ncát kònsāp khù ā 
7630, préfet.,Nsɑ̂'nǒ'fhʉ́lɑ̄' 
7631, il est grand d'environ deux mètres,Ǎ sàh ngwǎ' mɑ̀' pʉ́ɑ́ 
7632, la route est longue.,Nthí nzhǐ sàh 
7633, la route est longue,Nzhǐ sàh 
7634," le chemin du champ est long, le champ est éloigné",Nzhì kǒ sàh 
7635, je suis allé très loin,Ngɑ̌ shʉ̀ɑ̀ tɑ̀ nthí nkhù mǎ sâh 
7636," compte bien, calcule bien.",Còh nsāh mbə̀pə̄' 
7637," causer, se concerter, débattre une affaire",Nsāh nù 
7638," tranchant, aiguisé",Anto. ncōh 
7639, ce coupe-coupe est émoussé.,Nī lɑ́ sɑ̀h 
7640, cette femme a tellement eu des problèmes qu'elle est devenue insensible,Nǔ yá' ghʉ̌ mʉ̀nzhwīē lɑ́ tɑ̀ à ghʉ̄ sɑ̌hnthʉ̄ 
7641," notre président est insensible, il n'est pas compatissant.","Nsɑ̂' yǒh ghʉ̌ sɑ̌hnthʉ̄, à sǐ' nkō cə́ə́ nù bɑ̄ "
7642," quel que soit le mal que cela te fait subir, supporte","Yāā yǎ' lō mbɑ̀ lāhā lɑ̄, ò sɑ̄hnthʉ̄ "
7643," si tu ne sais pas endurer dans ce monde, tu mourras plus tôt que prévu.","Ò bɑ̌ sīècɑ́' è, nsí' nsɑ́hnthʉ̄ bɑ̄, mɑ̀ ǒ nkūɑ̄ wɑ̀' "
7644, ne mets pas long dehors la nuit.,Ǒ sì sɑ̄h nzɑ̄ thʉ̄' 
7645," ton habit-là est froissé, va le repasser","Ndhī ō lɑ́ fhʉ̀sì, ghèn nsák yāā "
7646, le maçon cimente le sol.,Mbōòpè'é mɑ̀nsák sīèndʉ̄ɑ̄ 
7647, le crépisseur d'une maison,Nsàk pè'è 
7648, le fer à repasser,Nsàkndhī 
7649," quand qqn a la fièvre, il grelotte","Kó'ná mɑ̄ngʉ́ wèn, à mɑ̄nsāk "
7650, ton téléphone vibre.,Nkhʉ̌nkèn nǒ kònsāk 
7651, son corps grelotte,Ná í kònsāksī 
7652," son pied grelotte, son pied tremble.",Khù í kònsāksī 
7653, ton téléphone vibre.,Nkhʉ̌nkèn nǒ kònsāksī 
7654, employeur.,Nsɑ̂'mfɑ̀' 
7656, il a dévoilé mes faiblesses en publique,Ǎ sǎ'ntèn mā 
7657, vas-y quand même,Sàp ngén yǒ 
7661, pile le tēē pour que nous mangeons,"Sà'sǐ tēē lɑ́, ɑ́ pɑ̀h zɑ̄ "
7662, germer.,Nsɑ̄'
7663, retourne-toi,Sǎt nā ò 
7664, retourne le maïs-là au feu,Sǎt ngòfāt lɑ́ tìì 
7665," mon cœur tourne, j'ai de la nausée, j'ai un haut-le-cœur",Nthʉ̄ á kònsát lā 
7666, ne retourne pas le dos à ton mari,Ǒ sì sát nkòò ndáh ntām ndū ò 
7667," il est décédé, il est mort",Ǎ sǎt nkòò 
7668, va te peigner,Ghèn nsát tū ō 
7669, je ne me suis pas encore peigné,Ǹ jǎt sì sǎt tū ā 
7670, on l'a ensorcelé.,Pó sàt lī 
7671, porte cette marmite du feu,Sǎt càk lɑ́ mōh 
7672," claquer sa langue en signe de mécontentement, tchiper",Mfīī nsāt 
7673, il a manifesté son mécontentement de chat,Ǎ fíí nsát cwǎkhù 
7674, globules indésirables qui se trouvent dans un mets de taro mal pilé.,Nsātlɑ́ pēē 
7675, ne te retourne plus inlassablement ainsi,Ǒ sì īmbát mɑ̄nsátsí nā ò fà'á 
7676, retourne ces arachides au feu,Sàtsǐ mbìyā' lɑ́ tìì 
7677," lorsque quelqu'un a les vertiges, ses yeux tournent","Wěn mbēh tɑ̀ ngʉ́ sǎtnə̄h, nə̄h mǐ mɑ̄nsátsí "
7678," mon cœur tourne, j'ai de la nausée, j'ai un haut-le-cœur",Nthʉ̄ á kònsátsí ā 
7679, on l'a ensorcelé.,Pó sàtsì ī 
7681, une épine a piqué son pied.,Njwé' sɔ̌ khù ī 
7682, le médecin m'a injecté,Ngà'kǎ' sɔ̌ ntó nɑ́ à 
7683, le médecin a injecté mes fesses ainsi twǐt!,Ngà'kǎ' sɔ̌ tèn ā mɑ́ twǐt! 
7684, le voleur l'a poignardé.,Ncwé' sɔ̀ bī 
7685, s'agenouiller.,Nsɔ́nzǒknkhǔsíé 
7686, un assassin,Nsɔ̀ wèn 
7687, c'est un titre de honorifique donné aux personnes qui ont eu à témoigner d'un acte de bravoure,Nsɔ̀nzhwìè 
7688, la crinière du cheval,Nsɔ́ nə̀ə̀lāk 
7689, la crinière du lion,Nsɔ́ nə̀ə̀sìmɑ̀' 
7690, la vaccination,Sɔ̌ntō 
7691, agenouille-toi,Sɔ̌ nzǒknkhù mǒ síé 
7692," s'il te plait, pardonne-moi, je m'agenouille devant toi","Cīcō'ò lɑ̀hsì ā lɑ́, ngɑ̌ sɔ̌ nzǒknkhù mǎ mbhǐ ò "
7693, agenouille-toi,Sɔ̌ nzòk mǒ síé 
7694," s'il te plait, pardonne-moi, je m'agenouille devant toi.","Cīcō'ò lɑ̀hsì ā lɑ́, ngɑ̌ sɔ̌ nzòk mǎ mbhǐ ò "
7695, ma plante de pied picote.,Těnkhù á mɑ̀nsɔ́sí 
7696, kám pè’,On dit aussi en ce moment 
7698, va te brosser les dents,Ghèn nshú' nsè' mō 
7699, la brosse à dents,Nshù'nsè' 
7700, la pâte dentifrice.,Sòhnsè' 
7701, va te brosser les dents,Ghèn nshú' nsə̀' mō 
7702, mes dents font mal,Nsə̀' mǎ mɑ̀njā' 
7703, la brosse à dents,Nshù'nsə̀' 
7704, la pâte dentifrice.,Sòhnsə̀' 
7705, fendre le bois.,Nsēē nshwī 
7706, on a opéré mon pied,Pó sēē khù ā 
7707, ma mère m'avait accouché par césarienne,Pō lɑ̀sèé mɑ̄vǒ tɑ̄ nzī ā 
7708, chirurgien.,Nsēèwèn 
7709, ce prunier n'a pas produit cette année.,Thʉ́ shʉ̄ɑ̄ bê kɑ̀' sə́ə́ ngǔ' è 
7710, fleurs d'arbres.,Nsə̀ə̄thʉ̄ 
7711, période de floraison.,Ntìè' ē nsə̀ə̀ 
7712, on a fait le partage et il a raté,"Pó ghɑ̀ɑ̀, à sə̄ə̄ "
7713," (proverbe) lorsque qqn est absent lors d'un partage, il doit sportivement accepter la situation",Wěn nsə̄ə̄ wū ngwɑ̄'hù 
7714, celui qui a raté un partage,Ngà' sə̄ə̄ 
7715, nom propre,Est aussi un 
7717, émotionner qqn,Nsēēnthʉ́ wèn 
7718, je suis dans l'émotion.,Nthʉ̄ á mɑ̀nsēē 
7719," il m'a effrayé, il m'a fait peur",Ǎ séénthʉ̄ ā 
7720, va les séparer,Ghèn nséésí yɑ̄ɑ̄ 
7721, il sont divorcés,Pó sèèsì 
7722," déclenche, ouvre le parapluie",Sěh pàksì 
7723, j'ai déclenché le piège,Ngɑ̌ sěh zhʉ̀ɑ̀' 
7724," se dit de quelqu'un qui déclenche des piège tendu, afin de sauver la vie de ceux pour qui le piège était tendu",Nsèhzhʉ̀ɑ̀' 
7726, l'oiseau a étendu ses ailes.,Sák sěh mbɑ̀ɑ̀ mǐ 
7727, Pourquoi te montres-tu triste en mon endroit?,Ǒ nséh ā nǔkɑ́ ? 
7729, ce coupe-coupe est émoussé.,Nī lɑ́ sə̀h 
7730," si tu es absent lors d'un partage, jette la feuille","Ò sə̌h wū lɑ́, ò wɑ̄' hù "
7731, Pourquoi es-tu venu en retard?,Ǒ lí' sɑ̀' nsə̄h nǔkɑ́ ? 
7732, ne mets pas long dehors la nuit,Ǒ sì sə̄h nzɑ̄ sū' 
7733," s'il te plait, viens masser mon dos",Cīcō'ò sɑ̀' nsén nkòò nà lɑ́ 
7734, elle m'a bien massée,Ǎ còh nsén ā 
7735,le médecin a massé mon bras et cela s'est tassé,"Ngà'kǎ' sěh pō ā, yā sî "
7736, je suis en train de masser le pied de ma mère,Ngɑ̌ mɑ̀nsén khǔ mɑ̄vǒ 
7737, chauffe de l'eau pour que je te masse avec,Lòmsǐ nshǐ ɑ́ ndàh nsén ō 
7738, on est en train de masser le ventre de l'accouchée,Pó mɑ̀nsén vǎm mɑ̂vʉ̀ 
7739," lorsqu'on finit de masser quelqu'un, on cogne les doigts au sol.",Pó mbɑ̄ tɑ̀ mméh làh nsén wèn nshwíí ntúmbó wěn síé 
7740, on a bien massé le voleur.,Pó còh nsén ncwē' lɑ́ mbə̀pə̄' 
7741," (proverbe) si tu as un ami au prunier, tu mangeras de la prune noire.","Yò wèn mɑ̌ thʉ́ shʉ̄ɑ̄, mɑ̀ ǒ nzɑ̄ yò nò' mɑ̀ yáá sēn "
7742, mes amis m'ont tous abandonné.,Nsēn mbǎ khʉ̀ɑ̀ ā wǎ' 
7743, j'ai des relations,Ngɑ̌ ghʉ̌ nsēn 
7744, les relations sont très importantes dans toutes choses dans le monde.,Nǔnsén mbɑ̄ mbhǐ nɑ́ mbɑ̀kɑ́lɑ́ ndòm sīècɑ̄' 
7745, il a commencé à faire sombre.,Zʉ̌' tó' nàh nsēnsī 
7746, Seigneur je te supplie.,"Nshʉ̀ɑ̀pʉ̀sīē, ngɑ̌ mɑ̀nsēnsī ō "
7747," allons consoler Mme Ngasseu, elle a perdu son père.","Wèn ghén nsēnsī mɑ̄vǒ Ngà'sə̄ə̄, mbɑ̄' á cāk lò kīkēē "
7748, cet homme est très méchant,Mbā' lɑ́ nsēnthʉ̄ yə̄ə̄ 
7749, le chat aime se frotter contre gens,Ngòòndóm nkwé' làh nshí nā í nɑ́ wèn 
7750, cette fille s'est frottée contre moi,Ngòò lɑ́ shǐ nā í nɑ́ à 
7751, savonne d'abord cette habit avant de cogner.,Yā' shǐ sǒh nɑ́ ndhī lɑ́ tɑ̄ ncámsí 
7752," ne me parle pas mal ainsi, je ne suis pas ton enfant","Ǒ sì shísí ā fà'á, ǹ sī mɑ́ mēn ò bɑ̄ "
7753, il m'a traité comme un chien,Ǎ shìsì ā pɑ́' mvʉ̄ɑ̄ lɑ́ 
7754, cet homme traite sa femme sans respect.,Mbā' lɑ́ nshísí nzhwīē ī yə̄ə̄ 
7755, enlève d'abord les débris d'ordure sur le lit avant de dormir.,Yā' shìsǐ kwéndʉ̄ɑ̄ tɑ̄ ndīē 
7756, elle a attaché solidement sa corbeille,Ǎ kwát kə̀ə̀ bì tɑ̀ nshíí 
7757, il n'a pas encore sceller,À yǎt si shìì 
7758, la barrière,Shìì 
7760, l'océan,Dìpʉ̀ɑ̀nshì 
7761, la mer,Mʉ̄ɑ̄nshì 
7762, un ruis-seau.,Ngǎ'nshì 
7763, les larmes,Nshǐnə̄h 
7764," le sentiment d'amour, aussi, le philtre d'amour, selon le contexte",Nshǐnkwè'nì 
7765, j'ai des présen-timents qu'un deuil se produira,Nshǐ wúɑ́ mɑ̀ntām ā 
7766, j'ai des sen-timents que quelque chose de bien se produira,Nshǐ mbè' nǔ mɑ̀ntām ā 
7767, j'ai des sentiments pour toi,Nshì mǒ mɑ̀ntām ā 
7768, je n'éprouve aucun sentiment pour cette fille.,Nshǐ ngòò lɑ́ sī mɑ̀ntām ā mbɑ̀ nēhē bɑ̄ 
7770, hymne nationale,Yǒhnshǐngə̀' 
7771," chanteur, chantre, cantatrice (célèbre chanteuse, une diva)","Njòhnshì, njɔ̀nshì "
7772, musicien.,"Mbû'nshì, nnìɑ̀ɑ̀nshì "
7773, retourne d'où tu es venu,Shī njǎb nɑ́ zʉ̀' yì ǒ fhʉ́ nā lɑ́ 
7774, nous y retournerons demain,Pɑ̌h ìnshī mʉ̀ wāhà 
7775, retournez au champ demain,Pèn shī kò wāhà 
7776, la seconde,Nshì'
7777, six secondes.,Nshì' ntòhō 
7778, la minute,Mbhʉ̄ 
7779, une minute.,Tɑ̀' mbhʉ̄ 
7780, heure,Nàm 
7781, sept heures.,Nàm sə̀ə̀mbʉ́ɑ́ 
7782, le jour,Līē' 
7783, neuf jours.,Līē' vʉ̀'ʉ̄ 
7784, la semaine,Ngɑ̀ɑ̀ 
7785, dix semaines.,Ngɑ̀ɑ̀ ghǎm 
7786, le mois,"Mɑ̄ŋū, ŋúnzɑ̄ "
7787, huit mois.,Ŋúnzɑ̄ hə̀ə̄ 
7788, l'année,Ngù' 
7789, ngù' pʉ́ɑ́.,Deux années
7790, le siècle,Ngǔ'nkhʉ̀ 
7791, trois siècles.,Ngǔ'nkhʉ̀ tāā 
7792, éviter quelqu'un,Nshíá wèn 
7793, éviter les excréments,Nshíá nzāt 
7794," maman, tu n'as jamais été dégoutée par mes excréments","Mɑ̄vǒ, ò lɑ̀' shíá nzât mā "
7795," cette fille m'évite, je la dégoute",Ngòò lɑ́ kònshíá lā 
7796, un alvéole d'œufs,"Nshìēmbə̀p, nshìēmbòm "
7797, les enfants aiment trop s'attacher immodérément à toutes choses,Pʉ̂nkhʉ́ɑ́ nkə́' làh nshīē wū tɑ̀' 
7798, la convoitise extrême n'est pas bien,Shíéwū yə̄ə̄ kɑ̀' pé' 
7799, ne convoite jamais la femme d'autrui,Ǒ sì lɑ̄' nshīē nzhwīè wèn 
7800, donne-moi ce truc-là,Shīē wū báá lè 
7801, elle a pleuré au point où sa voix s'est enrouée,Ǎ ghè' tɑ̀ nzhì ì shīē' 
7802," voix rauque, voix enrouée.",Shíé' nzhì 
7803, se décontracter se décrisper,Nshīē'sī nā wèn 
7804, On ne nourrit pas la poule le jour du marché.,Pō sǐ' nshīī ngāp mɑ́ líé' ntēē bɑ̄
7805, il pue tel le bradype,Ǎ nshīī pɑ́' fēn lɑ́ 
